Title,Artist,Album,Genre,Release Date,Duration,Popularity
Group store answer wife.,Suzanne Mills,After industry.,Reggae,19-07-2009,234,25
Everybody third technology.,Arthur Caldwell,Debate.,Classical,20-07-2019,283,15
Actually operation on.,Deanna Myers,Exist the.,Reggae,14-05-2011,185,68
Public situation prepare.,Roy Torres,Above.,Hip-Hop,14-02-2015,159,94
Key people follow floor.,Deanna Peterson,Themselves.,Jazz,07-01-2017,232,68
Song young.,Shirley Shaw,Physical.,Country,18-05-2007,247,89
Product remember.,James Lewis,Lay card.,Jazz,04-08-2007,283,90
Guess performance.,Patricia Wilson,Record.,Blues,31-03-2014,235,45
Single energy walk.,Jacob Smith,Imagine young.,Reggae,02-03-2012,193,70
Site degree likely.,Erin Ramsey,Market.,Blues,01-12-2000,127,46
Do movie work stand.,Kathleen Ruiz,At baby.,Rock,02-10-2019,234,50
Contain go body.,Anthony Jackson,Ready write.,Reggae,05-09-2015,238,61
Night near.,Jose Jenkins,Remember source.,Pop,22-08-2004,212,8
Require be.,Heather Brown,Mother anyone.,Classical,05-02-2004,169,92
Huge bed cultural.,Anthony Park,Answer safe.,R&B,26-07-2016,265,28
Soldier discover bed.,Melissa Murphy,Somebody anyone.,Reggae,27-03-2009,210,86
Memory work blood information.,Gabriella Wheeler,When social.,R&B,06-09-2018,199,87
Buy language amount.,Timothy Mcneil,Son understand.,Blues,14-02-2006,245,2
Truth south.,David Coleman,Rate article.,Reggae,22-03-2001,234,14
Church when.,James Wiley,Series suffer.,Jazz,16-08-2018,263,61
Range concern against.,Sarah Stewart,Although.,Blues,03-11-2001,224,33
Main no.,Lisa Sexton,Draw six.,Classical,20-12-2001,294,19
Down what evidence each.,John Newman,Player cold.,Country,19-04-2017,155,62
Table.,Brianna Lewis,Choice organization.,Blues,02-03-2004,140,10
Civil discuss.,Jared Turner,Election national.,Blues,18-05-2000,206,97
Give him candidate.,Ryan Rodriguez,Standard hot.,Pop,14-04-2006,258,95
Whom everything.,Megan Thomas,Though.,Electronic,30-11-2007,234,78
Hold.,Stephanie Taylor,Against center.,Electronic,15-11-2020,195,55
Apply window man.,Debra Smith,Institution study.,Pop,17-03-2003,172,41
Believe teacher money.,Valerie Kirby,Study true.,Hip-Hop,22-09-2005,278,27
Despite determine rule.,Vanessa Adams,Debate.,Hip-Hop,20-12-2006,208,3
Safe hotel of weight.,Nathan Kelly,Reality.,Electronic,04-03-2001,247,25
Glass look side.,Lawrence Gutierrez,Smile skill.,Classical,29-01-2015,179,61
Expert suffer develop face.,Michael Smith,Even four.,Classical,11-07-2013,153,90
Morning too result.,Miss Jasmine King MD,Away.,Jazz,13-12-2007,131,31
Interview cut.,Mary Taylor,Gas government.,R&B,19-01-2003,177,58
Kitchen customer partner.,Deborah Hernandez,Defense region.,Classical,14-12-2013,176,24
Much ahead sell.,Henry Moran,Effort.,Country,07-12-2014,138,26
College decade.,Brandon Kelley,Hour week.,Blues,10-09-2007,148,44
Meeting.,Jorge Wright,Gun thought.,Country,21-11-2011,126,85
Ever according parent.,Mary Gallegos,Option front.,Pop,22-04-2007,296,95
Turn two focus position.,Chris Farmer,Ball.,R&B,05-07-2009,213,14
Scene pull.,Timothy Jones,Down.,Blues,07-01-2018,178,50
Blood voice everything.,Amanda Craig,Citizen.,Hip-Hop,02-04-2005,234,53
Little pattern this.,James Cross,Mouth health.,Classical,04-01-2010,290,62
Author type experience.,Angel Holmes,Decision.,Classical,07-08-2011,280,98
Body represent just.,David Meyer,Foreign.,Hip-Hop,11-10-2006,147,16
Ahead gun.,Amanda Washington,Leg.,Country,11-11-2014,267,4
About try.,Richard Brown PhD,Board almost.,Rock,11-10-2011,159,62
Type.,Jeffrey Snyder,Day remember.,Hip-Hop,09-01-2008,200,92
Anyone race front.,Nicole Wright,Writer.,Hip-Hop,22-02-2014,174,66
Yet in none.,Ricardo Smith,Character policy.,R&B,30-08-2008,297,3
Section mouth.,Sarah Robinson,Law.,Country,05-12-2010,230,47
Trip stuff.,Jennifer Garcia,His dark.,Hip-Hop,13-07-2017,227,14
About range.,Daniel Kelly,Director.,Electronic,15-09-2002,257,53
Tv event consumer.,Christopher Munoz,Each according.,R&B,25-09-2018,148,47
Purpose when.,Shirley Hobbs,Reduce.,Country,02-09-2001,210,92
Professional travel.,Mrs. Peggy Oliver PhD,Partner.,Rock,06-05-2002,203,48
Never.,Mr. Mark Gilmore,Cold.,Pop,15-05-2008,180,91
By any.,Monica Hart,Per.,Rock,22-11-2012,152,52
Value evening.,Christine Powers,Film.,Electronic,21-04-2009,213,82
Contain recently agency.,Randall Lawson,Blue.,Blues,04-07-2017,270,53
Goal dream some.,John Estrada,Project.,Electronic,20-05-2019,177,82
Still she wide body.,Kathleen Greene,Side.,Classical,05-12-2012,194,56
Level summer thus factor.,Amy Marquez,List conference.,Classical,11-04-2000,213,66
Both bill.,Catherine Garcia,Protect.,Country,01-07-2015,178,23
Machine.,Rebecca Burnett,Sense.,Pop,22-10-2013,285,17
Out affect.,Kristen Castillo,Home.,Hip-Hop,30-03-2006,146,30
Part sort.,Brenda Brown,Your.,R&B,10-03-2011,163,59
Hear prevent.,Thomas Manning,Prove establish.,Jazz,25-09-2008,252,65
About grow smile.,Barry Rice,Process food.,Blues,25-08-2001,293,76
Join necessary.,Valerie Pierce,Body several.,Classical,30-09-2010,146,26
Grow my purpose.,Christopher Forbes,Store church.,Electronic,01-07-2012,198,44
Fall as read.,Howard Gonzales,Soldier.,R&B,12-08-2002,249,54
As magazine maintain.,Willie Liu,During level.,R&B,11-06-2003,136,86
Party tough trip.,Kathy Hill,Human.,Reggae,02-07-2008,157,67
Threat everyone safe.,Mariah Weaver,Charge fine.,R&B,04-03-2016,281,99
Suggest evidence.,Pamela Allen,Situation bed.,Blues,27-05-2002,132,27
So.,Tyler Stewart,Less.,Country,27-11-2006,201,40
Here expect call.,Caitlin Burns,Site music.,Pop,11-05-2012,259,88
Responsibility hospital.,Karina Brennan,Thousand.,Country,14-09-2020,275,55
Generation alone.,Daniel Murillo,Change about.,Rock,11-12-2009,216,27
Anyone we.,Lori Alexander,Evidence.,R&B,10-08-2012,136,23
Wrong west list.,Michael White,Claim station.,Classical,26-02-2009,239,39
Church but.,Lynn Oconnor,Per.,Rock,23-09-2004,141,40
Magazine industry whether.,Karen King,Although good.,Blues,30-11-2018,243,65
Behavior free center type.,Ashley Adkins,Trouble.,Blues,28-11-2002,252,88
Church lay daughter.,William Pace,Enough.,Hip-Hop,29-09-2003,169,68
New poor.,Jessica Anderson,Kind.,Hip-Hop,14-07-2003,158,66
Walk theory medical like.,Kimberly Snyder,Remember.,R&B,02-03-2018,210,93
As federal take.,James Wagner,Air especially.,Reggae,29-08-2000,282,65
Writer to well forward.,Rachel Lopez,Smile.,Rock,28-07-2010,274,57
Support gas something cold.,David Bennett,Maybe.,Jazz,18-05-2004,265,41
Anyone seem walk.,Karen Preston,Sell together.,Classical,28-01-2005,185,69
Might nation.,Alexandra Murphy,Require.,Reggae,17-05-2004,137,28
Feeling see.,John Turner,Else since.,R&B,24-08-2018,273,51
Late least who start.,Jennifer Hoffman,Part.,Electronic,12-12-2007,257,69
Manage account.,Jesse Warren,White.,Hip-Hop,23-09-2010,288,21
Performance from majority.,Tracy Mcdonald,Dinner.,Hip-Hop,03-10-2020,177,13
Possible find.,Nathan Crawford,True.,Hip-Hop,07-04-2020,256,79
Others knowledge.,Kelly Obrien,Customer provide.,Country,11-09-2001,252,40
Sport decision.,Lacey Flores,Per.,Reggae,20-04-2014,137,65
Say simply treatment spring.,Michelle Collins,Must people.,Pop,26-05-2013,273,47
Exist activity case.,Stephanie Hays,Test.,Jazz,30-11-2020,168,66
Student side owner.,Hannah Johnson,Purpose democratic.,Electronic,22-04-2011,165,92
Question however program.,Miguel Mcconnell,Weight.,Jazz,30-06-2006,200,59
Ever hotel.,Tyler Huber,Mrs eat.,Classical,23-08-2011,122,68
Occur quite.,Leslie Carter,Site.,Jazz,11-09-2010,299,3
Case several southern.,Jonathan Lloyd,Recently.,Blues,23-06-2003,184,21
Nice practice.,Amanda Gentry,Often finally.,Jazz,15-09-2005,183,49
Left kid.,Victoria Martin,Foreign.,Hip-Hop,24-11-2005,199,32
Inside reality address.,Cody Johnson,Contain at.,Electronic,15-09-2010,219,79
Here year six them.,Donald Grant,Dream.,Classical,21-12-2004,206,51
Receive however but.,Sara Preston,Base.,Pop,25-11-2017,244,28
Spend note low.,Alexander Hill,Ok American.,Classical,17-04-2014,228,1
Education begin.,Evelyn Rivera,Quality.,Reggae,30-05-2011,292,88
Citizen ok push.,Johnny Mckinney,Fear no.,Rock,24-04-2005,189,94
Set million fire.,Allison Stevens,Officer.,R&B,31-07-2018,122,58
Provide push.,Brett Mcgee,Democrat.,Reggae,07-06-2013,271,88
Close property.,John Williams,Herself heavy.,R&B,22-01-2005,171,64
Fear position.,Laura Mcfarland,Glass new.,Pop,04-12-2004,197,22
Once.,Jeremy Miller,Something.,Electronic,21-07-2004,144,96
World avoid enjoy.,Jeffrey Greene,Message.,Country,07-03-2016,168,74
Lose television nice.,Jillian Davis,Have.,Pop,19-04-2020,129,65
Fight fight feeling.,Michael Howard,Letter land.,Blues,11-05-2000,277,11
Manage few.,Emily Garrison,Write goal.,Blues,02-06-2000,204,96
South old.,Dustin Meadows,Institution number.,Classical,12-03-2012,155,84
Station dinner less.,Marcus Sanchez,Series prove.,Classical,09-02-2012,194,65
Rise evening born.,Robert Smith,Fill.,Electronic,01-03-2010,257,41
Buy dark happy.,Patrick Callahan,Hold many.,Reggae,11-01-2016,250,30
Become find democratic.,David Wilson,Police.,Hip-Hop,25-12-2016,162,33
Investment professor bad history.,Kristin Hutchinson,Above.,Electronic,20-02-2019,279,34
Recently visit.,Luis Oliver,Young.,Rock,15-12-2001,186,43
Particularly personal try three.,Rebecca Zimmerman,Suggest.,R&B,20-11-2014,274,7
Argue start.,Nancy George,Development production.,Classical,01-04-2002,139,26
Science appear.,Tiffany Ryan,His type.,Electronic,01-04-2012,250,57
Beautiful usually.,Brittany Zimmerman,His consider.,Classical,03-01-2015,148,58
Police cause.,Matthew Stevens,Spend condition.,Rock,18-02-2020,286,58
Science writer factor.,Mr. Robert Owens,Listen kitchen.,Classical,18-02-2002,210,71
Note cause.,Christina Brown,Figure sing.,R&B,12-06-2013,289,76
Bed heavy.,Eric Jordan,Final.,Blues,21-03-2007,296,75
Against even.,Meredith Howard,Contain hotel.,Electronic,22-10-2000,123,81
Consider long discussion.,Bradley Price,Cause later.,Blues,31-12-2017,266,63
These building.,Bryan Conway,Garden.,Hip-Hop,15-10-2008,299,81
Course age.,Lee Martin,Toward.,Reggae,27-09-2017,238,6
Movement direction.,Danny Davis,Learn.,Blues,16-08-2001,237,14
Improve they.,Joseph Benjamin,Bed should.,Jazz,23-09-2020,175,32
Late most specific.,Leonard Hoffman,Enough.,Jazz,28-10-2018,296,20
How require statement.,Kimberly Holloway,Go.,Country,05-09-2011,194,49
Control ask push.,Jennifer Crawford,Fear strategy.,Rock,28-03-2007,161,80
Continue order summer.,Mr. Jeremy Robinson,Base.,Country,13-01-2009,216,21
Serious sound operation.,Paul Martinez,Choose cause.,Hip-Hop,03-07-2015,239,59
Along.,George Hall,Economy.,R&B,07-06-2004,281,3
Phone design week.,Alicia Silva,Early.,Jazz,06-03-2004,169,51
Whether.,Ashley Herrera,Because according.,Electronic,30-01-2012,162,81
Probably.,Kimberly Torres,Day water.,Classical,25-04-2008,125,90
Certainly list approach.,Gabrielle Allen,Girl.,Rock,08-04-2004,216,76
Employee future paper.,Eric Smith,Player foreign.,Electronic,27-08-2001,157,49
Sea these participant.,Amanda Schneider,Too.,Blues,25-10-2001,244,43
Short go suddenly.,Kelly Marsh,Act through.,Electronic,13-06-2000,276,99
Into shoulder.,Peter Hart,Force enter.,Pop,27-04-2004,203,24
Star low garden.,James Grant,Sign.,R&B,22-04-2007,232,25
According.,David Hart,Center big.,Pop,06-04-2018,199,77
Brother increase mean.,Ronald Monroe,Business.,Rock,03-04-2004,223,57
Church but school.,Jason Anderson,Most.,Pop,02-09-2003,207,13
Order learn.,John Santana,Relationship.,Jazz,29-01-2012,264,79
Newspaper gun control.,George Becker,That address.,Country,08-09-2012,123,21
Much together.,Sheri Estes,Candidate enter.,Electronic,02-05-2005,228,53
Into until what.,Robert Williams,Ten.,Pop,18-03-2020,260,98
Cut follow.,Amy Woods,About main.,Country,03-09-2017,137,36
Heart low.,Barbara Reed,Season that.,Blues,26-09-2019,171,10
Floor eat piece hospital.,Kim Diaz,Detail of.,Electronic,27-10-2011,207,21
Must evidence.,Charles Mckinney,Anyone.,Hip-Hop,15-11-2020,300,59
Bring arrive.,Joseph Peters,Within.,Blues,05-11-2011,176,20
Player bar give.,Eric Obrien,Out still.,Jazz,25-01-2008,285,94
Example call.,Douglas Webb,Guess bit.,Country,27-05-2017,184,15
Friend attorney.,Kenneth Christensen,Other.,Reggae,07-04-2008,298,17
Stand seven.,Daniel Mcknight,Your ahead.,Electronic,20-03-2001,254,18
Break space.,Matthew Ho Jr.,Account artist.,Classical,13-12-2001,253,51
Explain according beat.,Jennifer Dixon,Issue trip.,Rock,09-02-2001,129,56
Seat skill.,Zachary Taylor,List.,Blues,24-12-2005,252,47
Allow kitchen environmental agreement.,Mrs. Jessica Adkins,Paper property.,Classical,16-12-2017,295,87
By care several.,Ashley Best,Person remember.,Electronic,13-04-2001,277,50
As again herself.,Natalie Lewis,Skill like.,R&B,13-08-2014,217,54
Share view weight.,Patrick Decker,Interview professional.,Jazz,02-05-2004,125,87
Much fire ready trial.,David Jordan,Half choice.,R&B,01-11-2013,182,11
Experience bar something rest.,Teresa Jones,Contain during.,R&B,11-08-2000,292,61
Could both.,James Reeves,Own war.,Blues,03-09-2013,300,70
Another sense.,April Howard,Political.,Reggae,11-07-2020,245,73
Term matter among.,Sabrina Curry,Fear write.,Blues,01-05-2009,234,10
Really today.,Joseph Thomas,Space.,Blues,20-01-2018,169,91
Care condition.,Meghan Dorsey,Fish indeed.,Hip-Hop,22-11-2003,225,49
Same east.,Andrew Williams DDS,Least.,R&B,23-05-2000,156,49
Significant idea.,Victor Davis,Effort put.,Electronic,14-10-2020,204,8
Sit wear.,Jose Ford,According with.,Reggae,19-08-2020,253,30
Speech rest.,Kathleen Wilson,Ground.,Jazz,10-10-2001,253,47
Determine.,Rachel Franklin,Face.,Electronic,21-11-2011,291,10
Certain degree reach.,Marissa Williams,Discover here.,Jazz,01-01-2019,284,85
Mrs feeling public.,Brittany Warren,Peace ten.,R&B,17-07-2006,241,82
Total something.,Melvin Smith,Group.,R&B,04-08-2015,294,26
Plan.,Jennifer Clarke,Issue clearly.,Pop,02-02-2002,140,45
Success among.,Ryan Hayes,Happen ball.,R&B,27-08-2007,262,3
Score sport.,Paula Baker,Food.,Rock,28-05-2004,260,86
City feeling.,Brittany Martin,Tend.,Country,11-06-2013,293,24
Lead hour.,Mitchell West,Over natural.,Country,15-08-2003,258,81
Order politics.,Erica Huff,Arm.,Blues,30-12-2002,160,52
Organization film political.,Shannon Powell,Water.,Rock,18-08-2001,287,77
Whether remember rule.,Evan Spears,Avoid.,Electronic,11-06-2004,173,2
Strategy owner with.,Kevin Howard,Detail.,Jazz,11-11-2013,158,26
Until.,Tracy Brown,Can.,Pop,11-12-2018,188,83
List glass onto trip.,Anthony Martin,Shoulder.,R&B,10-05-2014,265,1
Compare.,Mrs. Sharon Murillo,Middle.,R&B,12-11-2004,183,43
Trip.,Ian Hill,Investment never.,R&B,26-06-2001,281,45
Officer opportunity nation away.,John Jacobs,Prove girl.,Hip-Hop,05-11-2012,120,28
Collection decision.,Brittany Russell,Argue.,Blues,26-02-2010,219,96
Treatment too.,Brenda Barber,Personal very.,Pop,27-01-2000,164,76
Report support.,Ronald Brown,Figure speech.,Country,14-02-2010,226,57
Sometimes example owner.,Debra Powers,Fly.,R&B,24-11-2015,152,92
Rather myself.,Brian Martinez,Region.,Blues,24-08-2015,209,62
Rest ask.,Nicholas Weiss,New born.,Electronic,07-02-2008,292,71
Remain tax.,Matthew Williams,Mind note.,Hip-Hop,01-03-2007,197,71
Area point score.,Emily Freeman MD,Only.,Rock,26-07-2008,281,56
Common condition.,Jon Pena,Rule position.,Hip-Hop,01-09-2016,254,54
Clear really fill.,David Cox,House have.,Rock,05-05-2019,214,30
Benefit every scene.,Jeremy Johns,Avoid in.,Pop,15-07-2003,137,58
White security.,Charles Hart,Central story.,Hip-Hop,15-07-2005,275,75
Fact item.,Shane Williams,Week.,Pop,23-02-2020,182,2
Say unit.,Ryan Parrish,Indicate.,Jazz,19-06-2014,236,1
Woman scientist.,Jacob Thompson,Case.,Classical,12-09-2005,152,37
Discussion girl region.,Nancy Sexton,Red citizen.,Classical,25-09-2017,250,43
Employee both.,Carlos Bright,Nature discussion.,Pop,23-05-2016,300,89
Green middle.,Sheryl Martin,Almost might.,Reggae,27-09-2009,235,27
Air point new.,Luis Snyder,Position every.,Classical,07-02-2008,244,47
Point significant.,Kathy Robinson,Eight pay.,Blues,27-02-2005,293,98
Describe see try.,Sara Lang,Heavy.,Hip-Hop,14-02-2011,260,0
Church follow cup.,Denise Ramirez,Worker record.,Hip-Hop,05-07-2000,258,85
Well service democratic actually.,Laura Kim,Both sell.,Rock,25-07-2000,143,70
Town help.,Linda Lawrence,Ready grow.,R&B,18-04-2015,269,98
Mr wind war debate.,Morgan Johnson,Challenge outside.,Rock,24-07-2018,221,9
One realize expert.,Kim Smith,To.,Reggae,17-09-2017,141,74
Clearly realize standard.,Kathleen Christian,American smile.,R&B,12-03-2019,271,13
Recently subject career.,Sandra Gutierrez,Appear identify.,Electronic,15-09-2010,251,84
Call street time.,Dylan Castaneda,Mother parent.,Jazz,27-06-2009,165,54
Station soon history.,Shane Allen,Able.,Jazz,08-10-2012,299,81
Do sea.,Brent Williams,Laugh defense.,R&B,07-05-2017,240,28
Both service.,Bobby Garza,Charge issue.,R&B,25-10-2017,208,91
Dog.,Kimberly Johnson,Century.,Electronic,26-07-2017,157,25
Nation.,Cameron Ashley,Save stage.,Jazz,06-05-2009,225,0
Listen particular in.,Amy Lyons,Crime.,Pop,05-10-2014,153,39
Final exactly.,Raymond Malone,Wide thought.,Pop,10-05-2000,279,2
Number million training.,Edward Whitney,Person.,R&B,10-08-2020,183,100
Style my.,Brandon Wood,During.,Blues,29-12-2016,259,46
Protect heart.,Dale Doyle II,Plant.,Hip-Hop,27-07-2019,262,64
Site kind.,Kristen Banks,Sound national.,Reggae,02-07-2020,146,62
Help paper list.,Melanie Matthews,Time.,Classical,07-10-2000,267,12
Nation note which.,Lisa Welch,Share.,Electronic,30-09-2001,163,80
Tax list process.,Maria Austin,Work table.,Country,10-05-2019,289,50
Difficult place gas financial.,Chad Campbell,Unit.,Blues,04-02-2011,265,41
This personal.,Martin Gonzalez,Successful.,Hip-Hop,19-06-2012,223,55
Let seven.,Shelley Lopez,Western.,R&B,01-08-2019,145,87
Tax company.,Shannon Webb,Travel.,Electronic,20-11-2003,163,56
Especially speak.,John Moore,Account.,Country,27-07-2002,247,57
Low space network.,Stephanie Ramsey,Institution travel.,Pop,28-11-2009,132,95
Blood successful.,Natasha Allen,Interesting.,Pop,29-06-2008,183,96
Enter reality gun.,Pedro Allen,Bad ahead.,Pop,06-12-2017,250,42
Notice design laugh.,Gary Horton,While.,R&B,13-01-2002,131,70
Rather debate maintain.,Justin Taylor,General yeah.,Electronic,21-04-2001,148,93
Red American.,Debra Anderson,Natural still.,Jazz,04-09-2011,250,77
Training part medical nature.,Peter Wilkinson,Heavy machine.,Rock,14-07-2010,123,11
Card success.,Autumn Christensen,Painting.,Country,10-10-2001,203,77
Meeting.,Joshua Santos,Seek.,Rock,09-04-2016,143,8
Detail them.,Charlotte Lopez,Free sound.,Blues,06-04-2001,162,32
Serious.,Tonya Nguyen,Central.,Classical,30-07-2003,295,62
Fall.,Rachel Cortez,Finally.,Jazz,28-08-2005,240,22
People involve.,Dr. Rhonda Sims,Use.,Reggae,13-05-2010,269,5
Long mention.,Michael Ferrell,Before medical.,Pop,24-05-2007,184,83
Look piece true.,Stephanie Berry,Million team.,Classical,12-10-2008,266,85
Big society.,Lorraine Nunez,Once I.,Jazz,02-02-2018,136,91
Discuss parent administration.,Gina Zavala,Rest.,Jazz,21-04-2012,134,94
Popular.,Joel Allison,Conference.,Jazz,21-12-2020,242,9
Work husband.,Daniel Moyer,Approach.,Rock,24-09-2017,265,65
Miss water.,Maria Phillips,Business.,Country,15-05-2002,188,80
Record prove her.,Mr. Timothy Rasmussen,Commercial.,Pop,13-04-2012,276,81
Describe quickly by offer.,Jonathan Lee,Believe learn.,Blues,15-07-2018,160,2
Painting north feel.,Julie Wright,Place usually.,Hip-Hop,31-03-2020,179,14
System to world.,Marie Jackson,Look option.,Classical,11-04-2019,193,84
Stay him.,Jacob Zhang,Number.,Pop,14-12-2020,238,76
Film consumer.,Richard Trujillo,Debate somebody.,Blues,24-08-2012,152,73
